Country Name,Percentage of gov. spending on education,Internet Usage (%),2024 GDP per capita,Average IQ,Democracy Index,Obesity rate per 100
Hungary,10.909090909090908,75.80645161290323,71.05263157894737,72.07207207207207,65.56291390728477,75.44910179640718
Iceland,72.12121212121212,98.38709677419355,96.3157894736842,78.37837837837837,98.67549668874173,52.69461077844312
India,60.60606060606061,25.268817204301076,27.368421052631582,64.86486486486487,71.8543046357616,11.976047904191617
Indonesia,13.939393939393941,34.40860215053764,38.94736842105263,20.72072072072072,66.88741721854305,51.49700598802395
"Iran, Islamic Rep.",86.66666666666667,52.68817204301075,37.89473684210527,,,
Iraq,,51.61290322580645,41.578947368421055,25.225225225225223,23.841059602649008,87.42514970059881
Ireland,,92.47311827956989,98.94736842105263,56.75675675675676,95.36423841059603,50.29940119760479
Isle of Man,,,,,,
Israel,75.75757575757575,81.72043010752688,90.0,63.96396396396396,82.11920529801324,57.48502994011976
Italy,7.2727272727272725,66.39784946236558,85.26315789473684,85.58558558558559,78.80794701986756,45.50898203592814
Jamaica,80.60606060606061,56.98924731182796,46.8421052631579,,73.50993377483444,80.23952095808383
Japan,9.090909090909092,65.05376344086021,80.0,98.1981981981982,90.72847682119205,23.353293413173652
Jordan,19.393939393939394,79.03225806451613,36.84210526315789,42.34234234234234,24.834437086092713,82.63473053892216
Kazakhstan,89.6969696969697,82.79569892473118,63.68421052631579,48.64864864864865,21.52317880794702,25.149700598802394
Kenya,76.36363636363637,,22.105263157894736,15.315315315315313,41.05960264900662,6.58682634730539
Kiribati,87.27272727272727,,22.63157894736842,,,89.22155688622755
North Korea,60.0,,,,1.9867549668874174,
South Korea,,93.54838709677419,,99.09909909909909,85.43046357615894,
Kosovo,,,47.89473684210526,,,
Kuwait,43.63636363636363,97.84946236559139,79.47368421052632,34.234234234234236,31.788079470198678,97.0059880239521
Kyrgyz Republic,96.36363636363636,58.06451612903226,23.684210526315788,,,
Lao PDR,20.606060606060606,31.72043010752688,20.526315789473685,,,
Latvia,22.424242424242426,79.56989247311827,71.57894736842105,63.06306306306306,76.15894039735099,31.137724550898206
Lebanon,15.151515151515152,59.67741935483871,,70.72072072072072,29.13907284768212,85.02994011976048
Lesotho,,21.50537634408602,7.368421052631578,,55.62913907284768,22.75449101796407
Liberia,,6.451612903225806,5.263157894736842,,45.6953642384106,50.898203592814376
Libya,,73.65591397849462,44.21052631578947,,8.609271523178808,79.04191616766467
Liechtenstein,,91.66666666666666,,,,
Lithuania,36.96969696969697,70.43010752688173,76.84210526315789,61.261261261261254,75.49668874172185,33.532934131736525
Luxembourg,12.727272727272727,95.16129032258065,99.47368421052632,79.27927927927928,92.71523178807946,44.31137724550898
"Macao SAR, China",44.24242424242424,70.96774193548387,95.26315789473684,,,
Madagascar,,4.301075268817205,2.1052631578947367,31.53153153153153,49.668874172185426,4.790419161676647
Malawi,,3.225806451612903,1.0526315789473684,,52.317880794701985,5.389221556886228
Malaysia,90.30303030303031,94.08602150537635,58.94736842105262,82.88288288288288,74.83443708609272,82.03592814371258
Maldives,32.72727272727273,62.903225806451616,61.05263157894737,,,68.26347305389223
Mali,83.63636363636363,13.978494623655912,11.052631578947368,,27.1523178807947,26.34730538922156
Malta,47.878787878787875,80.64516129032258,85.78947368421052,66.66666666666666,79.47019867549669,62.874251497005986
Marshall Islands,34.54545454545455,32.795698924731184,49.473684210526315,,,89.82035928143712
Mauritania,4.242424242424243,13.440860215053762,19.473684210526315,,33.11258278145696,47.30538922155689
Mauritius,73.93939393939394,44.086021505376344,60.0,45.94594594594595,87.41721854304636,70.05988023952095
Mexico,62.42424242424243,50.53763440860215,64.21052631578948,37.83783783783784,44.370860927152314,84.4311377245509
"Micronesia, Fed. Sts.",,,34.73684210526316,,,
Moldova,78.78787878787878,46.236559139784944,50.0,50.45045045045045,56.95364238410596,
Monaco,3.6363636363636362,96.7741935483871,,,,
Mongolia,8.484848484848486,56.451612903225815,45.26315789473684,96.3963963963964,58.94039735099338,29.94011976047904
Montenegro,,72.58064516129032,60.526315789473685,60.36036036036037,61.920529801324506,41.31736526946108
Morocco,96.96969696969697,77.95698924731182,33.68421052631579,43.24324324324324,40.397350993377486,34.73053892215569
Mozambique,,5.376344086021505,3.1578947368421053,3.6036036036036037,28.47682119205298,2.9940119760479043
Myanmar,,28.49462365591398,14.736842105263156,51.35135135135135,1.3245033112582782,40.7185628742515
Namibia,98.18181818181819,30.64516129032258,35.78947368421053,,64.23841059602648,23.952095808383234
Nauru,2.4242424242424243,,62.10526315789474,,,100.0
Nepal,46.666666666666664,24.193548387096776,15.263157894736842,47.74774774774775,36.423841059602644,3.592814371257485
Netherlands,39.39393939393939,83.33333333333334,94.21052631578948,75.67567567567568,94.70198675496688,
New Caledonia,,,,,,
New Zealand,48.484848484848484,90.32258064516128,86.8421052631579,92.7927927927928,99.33774834437085,86.82634730538922
Nicaragua,86.06060606060606,23.118279569892472,28.421052631578945,5.405405405405405,12.582781456953644,67.06586826347305
Niger,44.84848484848485,7.526881720430108,4.2105263157894735,,31.125827814569533,14.97005988023952
Nigeria,3.0303030303030303,16.666666666666664,4.736842105263158,17.117117117117118,35.099337748344375,15.568862275449103
North Macedonia,,65.59139784946237,55.78947368421052,53.153153153153156,54.966887417218544,53.89221556886228
Northern Mariana Islands,,,,,,
Norway,63.63636363636363,96.23655913978494,97.36842105263158,59.45945945945946,100.0,40.119760479041915
Oman,61.81818181818181,88.70967741935483,70.0,27.027027027027028,23.178807947019866,88.62275449101796
Pakistan,18.181818181818183,8.60215053763441,15.789473684210526,21.62162162162162,33.77483443708609,49.101796407185624
Palau,24.848484848484848,,,,,98.20359281437125
Panama,74.54545454545455,48.38709677419355,68.42105263157895,,70.19867549668875,74.8502994011976
Papua New Guinea,1.8181818181818181,8.064516129032258,28.947368421052634,,53.64238410596026,81.437125748503
Paraguay,97.57575757575758,45.69892473118279,44.73684210526316,13.513513513513514,51.65562913907284,67.66467065868264
Peru,77.57575757575758,41.935483870967744,53.1578947368421,69.36936936936937,52.980132450331126,76.64670658682635
Philippines,73.33333333333333,43.01075268817204,33.1578947368421,41.44144144144144,68.21192052980133,32.33532934131736
Poland,23.636363636363637,68.81720430107528,74.73684210526315,68.46846846846847,71.8543046357616,38.92215568862276
Portugal,26.060606060606062,63.97849462365591,76.31578947368422,67.56756756756756,82.78145695364239,39.52095808383233
Puerto Rico (US),76.96969696969697,69.89247311827957,83.6842105263158,,,
Qatar,,97.31182795698925,95.78947368421052,30.630630630630627,29.80132450331126,96.40718562874252
Romania,14.545454545454545,67.74193548387096,69.47368421052632,39.63963963963964,61.920529801324506,43.11377245508982
Russian Federation,,78.49462365591397,65.26315789473685,,,20.958083832335326
Rwanda,51.515151515151516,12.365591397849462,8.947368421052632,,22.516556291390728,2.3952095808383236
Samoa,58.78787878787879,26.881720430107524,38.421052631578945,,,97.60479041916167
San Marino,58.18181818181818,66.39784946236558,,,,
Sao Tome and Principe,81.81818181818183,31.182795698924732,30.0,,,16.766467065868262
Saudi Arabia,,99.46236559139786,81.57894736842105,23.423423423423422,9.271523178807946,91.61676646706587
Senegal,84.84848484848484,29.03225806451613,17.894736842105264,4.504504504504505,50.331125827814574,7.784431137724551
Serbia,7.878787878787878,61.82795698924731,62.63157894736842,86.48648648648648,57.615894039735096,55.688622754491014
Seychelles,29.09090909090909,69.35483870967742,67.36842105263158,,,86.22754491017965
Sierra Leone,98.7878787878788,5.913978494623656,5.7894736842105265,,39.735099337748345,8.982035928143713
Singapore,67.27272727272727,89.78494623655914,97.89473684210527,97.2972972972973,56.29139072847682,77.24550898203593
Sint Maarten (Dutch part),95.15151515151516,,84.73684210526315,,,
Slovak Republic,32.121212121212125,75.26881720430107,75.78947368421053,,,
Slovenia,33.33333333333333,74.73118279569893,81.05263157894737,90.990990990991,80.79470198675497,56.287425149700596
Solomon Islands,99.39393939393939,19.892473118279568,21.578947368421055,,,61.07784431137725
"Somalia, Fed. Rep.",1.2121212121212122,10.21505376344086,2.631578947368421,,,
South Africa,87.87878787878788,43.54838709677419,43.15789473684211,27.927927927927925,72.84768211920529,44.91017964071856
South Sudan,,,,,,29.34131736526946
Spain,21.818181818181817,86.82795698924731,82.10526315789474,93.69369369369369,86.42384105960265,52.09580838323353
Sri Lanka,4.848484848484849,22.58064516129032,36.31578947368421,91.8918918918919,62.913907284768214,46.10778443113773
St. Kitts and Nevis,10.303030303030303,44.623655913978496,70.52631578947368,,,
St. Lucia,80.0,33.33333333333333,64.73684210526316,,,
St. Martin (French part),,,,,,
St. Vincent and the Grenadines,67.87878787878789,38.17204301075269,58.42105263157895,,,
Sudan,,,8.421052631578947,,11.920529801324504,35.32934131736527
Suriname,31.515151515151512,47.8494623655914,48.94736842105264,,70.86092715231787,83.23353293413174
Sweden,68.48484848484848,88.17204301075269,93.15789473684211,57.65765765765766,98.01324503311258,56.886227544910184
Switzerland,69.0909090909091,91.66666666666666,98.42105263157895,84.68468468468468,96.02649006622516,46.706586826347305
Syrian Arab Republic,,,,,,80.83832335329342
Tajikistan,84.24242424242424,23.655913978494624,13.684210526315791,22.52252252252252,6.291390728476822,4.191616766467066
Tanzania,63.030303030303024,6.989247311827956,11.578947368421053,6.306306306306306,42.384105960264904,
Thailand,64.84848484848484,71.50537634408603,48.421052631578945,89.1891891891892,66.22516556291392,65.86826347305389
Timor-Leste,,14.516129032258066,14.210526315789473,,,0.5988023952095809
Togo,64.24242424242425,15.591397849462366,10.0,8.558558558558559,19.867549668874172,9.580838323353294
Tonga,20.0,27.956989247311824,,,,99.40119760479041
Trinidad and Tobago,26.666666666666668,63.44086021505376,68.94736842105263,,74.17218543046357,90.41916167664671
Tunisia,89.0909090909091,37.096774193548384,35.26315789473684,52.25225225225225,46.35761589403973,64.67065868263472
Turkiye,33.939393939393945,61.29032258064516,65.78947368421053,,,
Turkmenistan,100.0,,54.21052631578947,,3.9735099337748347,12.574850299401197
Turks and Caicos Islands,37.57575757575757,,82.63157894736842,,,
Tuvalu,52.72727272727272,40.86021505376344,,,,98.80239520958084
Uganda,13.333333333333334,1.0752688172043012,10.526315789473683,7.207207207207207,37.74834437086093,16.16766467065868
Ukraine,,59.13978494623656,40.0,36.486486486486484,45.033112582781456,10.179640718562874
United Arab Emirates,,99.46236559139786,87.89473684210526,45.04504504504504,18.543046357615893,93.41317365269461
United Kingdom,,90.86021505376344,88.42105263157895,74.77477477477478,89.40397350993378,
United States,0.6060606060606061,82.25806451612904,96.84210526315789,77.47747747747748,81.45695364238411,92.81437125748504
Uruguay,66.06060606060606,77.41935483870968,72.63157894736842,33.33333333333333,94.03973509933775,78.44311377245509
Uzbekistan,92.72727272727272,62.365591397849464,29.47368421052631,44.14414414414414,9.933774834437086,30.538922155688624
Vanuatu,91.51515151515152,20.967741935483872,32.10526315789474,,,72.45508982035929
"Venezuela, RB",,,,,,
Viet Nam,70.3030303030303,50.0,37.368421052631575,,,21.55688622754491
Virgin Islands (U.S.),,,,,,
West Bank and Gaza,,74.19354838709677,24.736842105263158,,,
"Yemen, Rep.",,,,,,
Zambia,,2.6881720430107525,12.105263157894736,,50.993377483443716,25.748502994011975
Zimbabwe,,17.20430107526882,26.31578947368421,10.81081081081081,19.205298013245034,8.383233532934131
